Modelo,Motor,Hardware,Tarea,Numero de Problemas,Numero de Lotes,Tamaño Batch,Precisión,Energía (kWh),Energía (J),CO2 (kg),EDP (J*s),Tokens Prompt,Tokens Generados,TTFT Medio (s),TPOT (s/token),Throughput Decode (tok/s),Throughput Total (tok/s),Inferencia Media (s),Energía (J/token gen),Cuantizacion,Attention Implementation,Speculative Decoding
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,164,1,71.95121951219512,0.029498052788135665,106192.99003728839,0.005134136087775012,46053514.10907423,51675,10926,0.13202659676714643,0.037710522854696935,26.517797269826175,144.349188068027,2.644375210855065,9.71929251668391,,auto,
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,164,1,71.95121951219512,0.013334846723864568,48005.44820591244,0.002320930072288628,9398874.136986304,51675,10857,0.14720111213079312,0.015809769984864833,63.25202712989057,319.38683755740254,1.1938271653361436,4.421612619131661,,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,164,1,71.95121951219512,0.028713387871442998,103368.1963371948,0.004997565159024654,43808463.23239639,51675,10892,0.10063847681371177,0.03739489287170819,26.74161959577557,147.62987475549227,2.5842066058298436,9.49028611248575,,auto,ngram
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,3,64,71.95121951219512,0.0029614307298331598,10661.150627399375,0.0005154370185274615,463949.2142671829,51675,10820,3.5966771443684897,0.0030247422992191564,330.6066768921611,1436.0809070702028,14.505914370218912,0.9853189119592768,,auto,
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,3,64,72.5609756097561,0.0022131196895858194,7967.230882508949,0.0003851934819724119,259511.29816943486,51675,11103,4.296838204065959,0.0017726577037971728,564.1247026190792,1927.341213543574,10.857444365819296,0.7175746088902953,,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,3,64,72.5609756097561,0.0030437482451599962,10957.493682575987,0.0005297643820700974,489425.25110100146,51675,11082,3.562119166056315,0.0030661834704060562,326.1383441831579,1405.0346390801783,14.888600905736288,0.9887649957206268,,auto,ngram
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,2,128,71.95121951219512,0.002334170562612889,8403.0140254064,0.00040626238642277334,287861.2818929964,51675,10839,5.330842852592468,0.002176881881314061,459.3726506632304,1824.8581932582447,17.128454208374023,0.7752573139040871,,auto,
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,2,128,72.5609756097561,0.0019921270537563156,7171.657393522736,0.00034672971370628677,209828.3205036157,51675,10996,6.717952489852905,0.0014388951096546872,694.9776903752107,2142.0127627705933,14.628997802734375,0.6522060197819877,,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct,vllm,cuda,humaneval,164,2,128,71.95121951219512,0.002620999649007803,9435.59873642809,0.00045618498890980815,363990.0772158083,51675,11008,5.367155194282532,0.0025292465593232667,395.37466061338176,1624.911426486092,19.28812825679779,0.8571583154458657,,auto,ngram
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,164,1,72.5609756097561,0.011495472678014701,41383.70164085292,0.002000787019608459,6981707.020931482,51675,10718,0.145018442374904,0.013521520631885902,73.95617898491686,369.8312302043928,1.0286992846465692,3.861140291178664,gptq,auto,
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,164,1,71.95121951219512,0.010686626134583134,38471.85408449928,0.0018600072787241944,6050981.338631817,51675,10721,0.1819480817492415,0.011887309489193698,84.12332503911522,396.7108264126939,0.9590446978080563,3.5884576144482123,gptq,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,164,1,72.5609756097561,0.016624463472475474,59848.06850091171,0.0028934878673843568,14770464.22067754,51675,10737,0.13706234897055278,0.020892346250596765,47.864418290092054,252.88559624617957,1.5048740666087081,5.574002840729413,gptq,auto,ngram
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,3,64,71.95121951219512,0.0031522845332123462,11348.224319564446,0.0005486551230056088,525215.683196374,51675,10803,3.8782931168874106,0.0032071527216066577,311.8030498713012,1349.9489480641664,15.427250067392984,1.0504697139280244,gptq,auto,
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,3,64,71.95121951219512,0.002471693572906886,8898.09686246479,0.00043019826636444354,327457.9175114783,51675,10809,4.5389829476674395,0.002144874173426498,466.2278153139731,1697.8935448545415,12.266964594523111,0.8232118477624933,gptq,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,3,64,71.95121951219512,0.003385764278022278,12188.7514008802,0.0005892922725897775,616100.5792392126,51675,10750,3.8035035928090415,0.003640571305918139,274.68216276230953,1234.9977127752702,16.848884105682373,1.133837339616763,gptq,auto,ngram
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,2,128,71.95121951219512,0.002602197865633162,9367.912316279384,0.0004529125385134519,359509.0037429896,51675,10773,5.797087669372559,0.002486073073377674,402.2407911933827,1627.2398806045828,19.1883202791214,0.8695732215983834,gptq,auto,
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,2,128,71.95121951219512,0.0021918957488405223,7890.824695825881,0.0003814994550856929,256597.7497148441,51675,10834,7.0432775020599365,0.001701305223739255,587.7840060951119,1922.2598852075814,16.25924789905548,0.7283389972148681,gptq,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,humaneval,164,2,128,71.95121951219512,0.0029664794490461407,10679.326016566107,0.0005163157481064808,469177.7741718751,51675,10752,5.760209560394287,0.0030145885955010143,331.7202226175753,1420.950270743103,21.96663784980774,0.9932408869574132,gptq,auto,ngram
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,mmlu,1140,1140,1,56.315789473684205,0.010986268276888382,39550.565796798175,0.001912159993592423,6399887.621484401,170633,2280,0.12645464110792728,0.007744312809224715,129.12701548016503,1068.5823545813384,0.14194326672637672,17.346739384560603,gptq,auto,
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,mmlu,1140,1140,1,56.228070175438596,0.016893879997801963,60817.96799208707,0.0029403798136174316,15135258.196039416,170633,2280,0.15685472760284155,0.03072247065995869,32.54946553837297,694.8158507244777,0.21829966892275893,26.67454736495047,gptq,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,mmlu,1140,18,64,56.228070175438596,0.003694979281018807,13301.925411667706,0.0006431111438613234,718314.6472504971,170633,2280,2.8777701722251043,0.0009653243056514807,1035.921290021924,3202.0450056416503,3.000044584274292,5.834177812134959,gptq,auto,
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,mmlu,1140,18,64,56.228070175438596,0.004572752390717304,16461.908606582296,0.0007958875536043468,1107739.7659585576,170633,2280,3.394599344995287,0.0027141672477387544,368.4371332802453,2569.6269921544517,3.738393863042196,7.220135353764165,gptq,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,mmlu,1140,9,128,56.228070175438596,0.003599711812485419,12958.962524947508,0.0006265298409630872,686972.9960545728,170633,2280,5.683705594804552,0.0008149425188700358,1227.0804097773141,3261.8066502547686,5.890157699584961,5.68375549339803,gptq,auto,
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,mmlu,1140,9,128,56.228070175438596,0.004419442229108467,15909.992024790483,0.0007692039199763288,1034515.934925099,170633,2280,6.904280000262791,0.0012651372374149791,790.4280819709909,2659.2576857521076,7.224781433741252,6.978066677539686,gptq,auto,draft_model
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,vllm,cuda,resumen,500,500,1,24.529191717551058,0.051518004722797356,185464.8170020705,0.00896670872200288,141041641.36910817,448144,38318,0.4661857852935791,0.013763339480052593,72.65678518279044,639.6804867886493,1.5209530696868896,4.840148676916083,gptq,auto,
