Modelo,Motor,Hardware,Tarea,Numero de Problemas,Numero de Lotes,Tamaño Batch,Precisión,Energía (kWh),Energía (J),CO2 (kg),EDP (J*s),Tokens Prompt,Tokens Generados,TTFT Medio (s),TPOT (s/token),Throughput Decode (tok/s),Throughput Total (tok/s),Inferencia Media (s),Energía (J/token gen),Cuantizacion,Attention Implementation,Speculative Decoding
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-fp16.gguf,llamacpp,cuda,humaneval,164,164,1,72.5609756097561,0.0105668720172782,38040.73926220155,0.0004157092249076,11164710.15284461,51675,10586,0.0510466622143256,0.0269338616166294,37.12798462521926,212.1375687124741,1.7895945833950508,3.5934951126205883,f16,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-fp16.gguf,llamacpp,cuda,mmlu,1140,1140,1,57.45614035087719,0.0029254354063784,10531.56746296254,0.0001640645285527,839277.0783483208,170633,1140,0.0424766107609397,0.0274282695954306,36.45873453739839,2155.472828324603,0.0699048803563703,9.23821707277416,f16,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-fp16.gguf,llamacpp,cuda,resumen,100,100,1,26.249586015776483,0.009005805787231,32420.900834031865,0.0003497987011794,8040031.548842493,93940,8243,0.2638756942749023,0.0268836076378489,37.19738858977086,412.0462575051493,2.479891471862793,3.933143374260811,f16,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-fp16.gguf,llamacpp,cuda,ifeval,150,150,1,47.333333333333336,0.0331799048925234,119447.65761308426,0.0012861908295937,110248373.77991332,11176,34118,0.0366439374287923,0.0268916179485467,37.18630845913981,49.07339689860133,6.153232078552247,3.5010158160819587,f16,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q8_0.gguf,llamacpp,cuda,humaneval,164,164,1,70.73170731707317,0.0063845774653888,22984.47887539969,0.0002530895863775,4053280.4391977,51675,10794,0.0420990760733441,0.0156980119900988,63.7023338133978,354.23589174390975,1.075296279860706,2.129375474837844,q8_0,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q8_0.gguf,llamacpp,cuda,mmlu,1140,1140,1,57.19298245614035,0.0020375878861394,7335.31639010209,0.0001288302100998,403605.8129042983,170633,1140,0.0318302997371606,0.0164348558375709,60.8462897322132,3121.8809590727465,0.0482651555747316,6.434488061493061,q8_0,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q8_0.gguf,llamacpp,cuda,resumen,100,100,1,26.26495021554833,0.0057312072425104,20632.346073037657,0.0002232162381345,3231014.757900964,93940,8465,0.240735912322998,0.0156557463923644,63.87431010556724,653.9293559222374,1.5659948444366456,2.4373710659229366,q8_0,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q8_0.gguf,llamacpp,cuda,ifeval,150,150,1,48.66666666666667,0.0191241704343627,68847.01356370593,0.0007454898929222,36644597.99193044,11176,33786,0.0257861836751302,0.015639416611033,63.94100399464633,84.4735539064451,3.5484083811442058,2.037737925877758,q8_0,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q6_k.gguf,llamacpp,cuda,humaneval,164,164,1,70.1219512195122,0.0060067094197529,21624.15391111062,0.0002184296418674,3267521.968653659,51675,11160,0.0448292944489455,0.0128811101759633,77.63306006543108,415.8361363870166,0.9213731332523066,1.9376481999203063,q6_K,,
Qwen/Qwen2.5-Coder-3B-Instruct-GGUF/qwen2.5-coder-3b-instruct-q6_k.gguf,llamacpp,cuda,mmlu,1140,1140,1,57.19298245614035,0.002003267664217,7211.763591181451,0.0001255132276251,374729.83388140425,170633,1140,0.0320925131178738,0.0134872367507533,74.14417189230011,3305.81169509996,0.0455797498686271,6.326108413317063,q6_K,,
