timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-03-26T00:40:33,codecarbon,94740fca-ab02-4091-a338-9901da8e0109,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6253.347034700001,0.0158985911332597,2.5424130541673154e-06,8.397245123542453,34.796151842202086,10.0,0.0140995209345283,0.0604579672552239,0.0167874766666666,0.0913449648564191,0.0,Spain,ESP,andalusia,Windows-10-10.0.26200-SP0,3.11.7,3.2.5,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1.0,1 x NVIDIA GeForce GTX 1650 Ti,-3.5764,37.1692,7.776046752929687,machine,2.8528024551768705,40.6624131804232,80.48846712970459,6.258848840056974,N,1.0,0.0,,
2026-03-26T23:09:21,codecarbon,6e4265cf-bca0-4192-89c7-bf4858217b4f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6959.504730600049,0.005484737659950519,7.880931003372742e-07,6.863474022775301,0.0,10.0,0.012826680180462215,0.0,0.018685745329164397,0.031512425509626664,0.0,Spain,ESP,andalusia,Windows-10-10.0.26200-SP0,3.11.9,3.2.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,-3.5764,37.1692,7.837646484375,machine,2.3645648699694903,0.0,87.40759843091712,6.850604831419001,N,1.0,0.0,,
